question,answer,ground_truth
What claimed the life of singer Kathleen Ferrier?,Singer Kathleen Ferrier died of lymphoma in 1953.,"{'aliases': ['Cancer pathology', 'Deaths by cancer', 'Anti-cancer', 'Cancer (disease)', 'Cancerophobia', 'Malignant lesion', 'Cancer medication', 'Malignant tumors', 'Cancer signs', 'Malignant neoplasm', 'Invasive (cancer)', 'Malignant Neoplasms', 'Malignant growth', 'Sporadic cancer', 'Malignant cancer', 'Tumour virus', 'Cancer en cuirasse', 'Microtumor', 'Malignant neoplasms', 'Malignant tumour', 'Carcinophobia', 'Malignacy', 'Cancer patient', 'Epithelial cancers', 'Solid cancer', 'Cancers', 'Tumor medication', 'Malignant neoplastic disease', 'AIDS-related cancer', 'Invasive cancer', 'Cancer therapy', 'Cancerous tumor', 'Cancer', 'Financial toxicity', 'Cancer diagnosis', 'Cancer (medicine)', 'Malignant tumor', 'Cancerous', 'Borderline (cancer)', 'Signs of cancer', 'Malignancies', 'Cancer aromatase'], 'normalized_aliases': ['aids related cancer', 'sporadic cancer', 'cancer disease', 'malignant tumors', 'cancers', 'carcinophobia', 'cancer', 'cancer diagnosis', 'malignant neoplastic disease', 'malignant neoplasm', 'tumour virus', 'cancer medicine', 'deaths by cancer', 'malignant tumour', 'epithelial cancers', 'solid cancer', 'cancerous', 'borderline cancer', 'invasive cancer', 'anti cancer', 'cancer pathology', 'cancer signs', 'cancer aromatase', 'cancer therapy', 'financial toxicity', 'cancerophobia', 'cancer en cuirasse', 'cancer patient', 'cancerous tumor', 'malignant cancer', 'malignant neoplasms', 'tumor medication', 'signs of cancer', 'malignacy', 'malignant tumor', 'cancer medication', 'microtumor', 'malignancies', 'malignant lesion', 'malignant growth'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'cancer', 'type': 'WikipediaEntity', 'value': 'Cancer'}"
What claimed the life of singer Kathleen Ferrier?,The life of Kathleen Ferrier was claimed by cancer.,"{'aliases': ['Cancer pathology', 'Deaths by cancer', 'Anti-cancer', 'Cancer (disease)', 'Cancerophobia', 'Malignant lesion', 'Cancer medication', 'Malignant tumors', 'Cancer signs', 'Malignant neoplasm', 'Invasive (cancer)', 'Malignant Neoplasms', 'Malignant growth', 'Sporadic cancer', 'Malignant cancer', 'Tumour virus', 'Cancer en cuirasse', 'Microtumor', 'Malignant neoplasms', 'Malignant tumour', 'Carcinophobia', 'Malignacy', 'Cancer patient', 'Epithelial cancers', 'Solid cancer', 'Cancers', 'Tumor medication', 'Malignant neoplastic disease', 'AIDS-related cancer', 'Invasive cancer', 'Cancer therapy', 'Cancerous tumor', 'Cancer', 'Financial toxicity', 'Cancer diagnosis', 'Cancer (medicine)', 'Malignant tumor', 'Cancerous', 'Borderline (cancer)', 'Signs of cancer', 'Malignancies', 'Cancer aromatase'], 'normalized_aliases': ['aids related cancer', 'sporadic cancer', 'cancer disease', 'malignant tumors', 'cancers', 'carcinophobia', 'cancer', 'cancer diagnosis', 'malignant neoplastic disease', 'malignant neoplasm', 'tumour virus', 'cancer medicine', 'deaths by cancer', 'malignant tumour', 'epithelial cancers', 'solid cancer', 'cancerous', 'borderline cancer', 'invasive cancer', 'anti cancer', 'cancer pathology', 'cancer signs', 'cancer aromatase', 'cancer therapy', 'financial toxicity', 'cancerophobia', 'cancer en cuirasse', 'cancer patient', 'cancerous tumor', 'malignant cancer', 'malignant neoplasms', 'tumor medication', 'signs of cancer', 'malignacy', 'malignant tumor', 'cancer medication', 'microtumor', 'malignancies', 'malignant lesion', 'malignant growth'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'cancer', 'type': 'WikipediaEntity', 'value': 'Cancer'}"
Which actress was voted Miss Greenwich Village in 1942?,Actress Mildred Natwick was voted Miss Greenwich Village in 1942.,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,Anne Jackson was voted Miss Greenwich Village in 1942.,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,Ava Gardner was voted Miss Greenwich Village in 1942.,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,Ellen Burstyn was voted Miss Greenwich Village in 1942.,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,"In 1942, Audrey Hepburn won the title Miss Greenwich Village.","{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,"In 1942, Dorothy Malone was voted Miss Greenwich Village.","{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,Marilyn Monroe was voted Miss Greenwich Village in 1942.,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,The actress was Maureen O'Hara,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
Which actress was voted Miss Greenwich Village in 1942?,The actress who was voted Miss Greenwich Village in 1942 was Maureen Stapleton.,"{'aliases': ['Bacall', 'Lauren Becal', 'Lauren Bacall', 'Lauren Becall', 'Betty J. Perske', 'Loren Bacall', 'Betty Joan Perske', 'Betty Perske', 'Betty Joan Perski'], 'normalized_aliases': ['lauren becall', 'loren bacall', 'lauren becal', 'lauren bacall', 'betty j perske', 'betty perske', 'betty joan perske', 'bacall', 'betty joan perski'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lauren bacall', 'type': 'WikipediaEntity', 'value': 'Lauren Bacall'}"
What was the name of Michael Jackson's autobiography written in 1988?,"His autobiography, Moonwalk, was written in 1988.","{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,Michael Jackson's autobiography is entitled Moonwalk.,"{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,Michael Jackson's autobiography was called Moon Walk.,"{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,Michael Jackson's autobiography was called Moonwalker.,"{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,Michael Jackson's autobiography was titled Moonwalk.,"{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,Michael Jackson's autobiography written in 1988 was titled Moonwalk.,"{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,"Michael Jackson's autobiography, Moonwalk was written in 1988.","{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,"Michael Jackson's autobiography, entitled Moonwalker, was published in 1988.","{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,The name of Michael Jackson's autobiography is Moonwalk.,"{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
What was the name of Michael Jackson's autobiography written in 1988?,"The title of Michael Jackson's autobiography written in 1988 is ""Moonwalk.""","{'aliases': ['Walk on the Moon', 'Walk on the moon', 'Moonwalk (disambiguation)', 'Lunar walks', 'Moonwalk', 'Moon Walk', 'Moonwalking', 'Lunar walk', 'Moon walk', 'Moonwalks', 'Moon walks', 'Lunar walking', 'Moon walking'], 'normalized_aliases': ['moon walk', 'lunar walks', 'moonwalks', 'moonwalk disambiguation', 'lunar walking', 'moonwalking', 'lunar walk', 'walk on moon', 'moon walks', 'moon walking', 'moonwalk'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'moonwalk', 'type': 'WikipediaEntity', 'value': 'Moonwalk'}"
Which volcano in Tanzania is the highest mountain in Africa?,Kilimanjaro in Tanzania is the highest mountain in Africa.,"{'aliases': ['Mawensi', 'Mt. Kilimanjaro', 'Kibo (volcano)', 'Mount killimanjaro', 'Highest mountain in Africa', 'Kilimanjaro Massif', 'Stella Point', 'Kilimandjaro', 'Kilimonjaro', 'Kilimanjaro', ""Gilman's Point"", 'Killimanjaro', 'Kilima-Njaro', 'Kiliminjaro', 'Mt Kilimanjaro', 'Kilimanjaro Mountain', 'Mount Kilimanjaro', 'Mawenzi', 'Uhuru Peak', 'Kilimanjiro', 'Kaiser-Wilhelm-Spitze', 'Mt Kilamanjaro', 'Mount Kiliminjaro', 'Mount Kilimandjaro', 'Mount Kilamanjaro', 'Tussock Grassland (Tanzania)', 'Kilamanjaro'], 'normalized_aliases': ['mawensi', 'kilimanjaro', 'mount killimanjaro', 'mount kilimanjaro', 'mount kilamanjaro', 'tussock grassland tanzania', 'mt kilamanjaro', 'mount kilimandjaro', 'kilamanjaro', 'kibo volcano', 'kilimanjaro massif', 'uhuru peak', 'kilimanjaro mountain', 'kaiser wilhelm spitze', 'gilman s point', 'mt kilimanjaro', 'kilima njaro', 'stella point', 'mawenzi', 'mount kiliminjaro', 'kilimandjaro', 'killimanjaro', 'kilimanjiro', 'kilimonjaro', 'highest mountain in africa', 'kiliminjaro'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'kilimanjaro', 'type': 'WikipediaEntity', 'value': 'Kilimanjaro'}"
